,eol_pk,trait_eol_pk,predicate,value_uri,measurement,units_uri,literal
375,MetaTrait-362414470,R917-PK219502141,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Mar-17
376,Trait-219502164,R917-PK219502159,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/N_Flynn,,,http://eol.org/schema/terms/N_Flynn
377,Trait-219502160,R917-PK219502159,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/C_Kennedy,,,http://eol.org/schema/terms/C_Kennedy
378,MetaTrait-362414479,R917-PK219502159,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Mar-17
379,Trait-219502161,R917-PK219502159,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/D_Meidinger,,,http://eol.org/schema/terms/D_Meidinger
380,Trait-219502162,R917-PK219502159,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
381,Trait-219502163,R917-PK219502159,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_McKenna,,,http://eol.org/schema/terms/K_McKenna
382,Trait-219501994,R917-PK219501993,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/C_Kennedy,,,http://eol.org/schema/terms/C_Kennedy
383,MetaTrait-362414398,R917-PK219501993,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Mar-17
384,Trait-219501995,R917-PK219501993,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/D_Meidinger,,,http://eol.org/schema/terms/D_Meidinger
385,Trait-219501997,R917-PK219501993,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_McKenna,,,http://eol.org/schema/terms/K_McKenna
386,Trait-219501998,R917-PK219501993,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/N_Flynn,,,http://eol.org/schema/terms/N_Flynn
387,Trait-219501996,R917-PK219501993,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
388,Trait-219501231,R917-PK219501230,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/A_Banner,,,http://eol.org/schema/terms/A_Banner
389,Trait-219501238,R917-PK219501230,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Boggs,,,http://eol.org/schema/terms/K_Boggs
390,Trait-219501239,R917-PK219501230,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/T_DeMeo,,,http://eol.org/schema/terms/T_DeMeo
391,Trait-219501237,R917-PK219501230,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/J_Kagan,,,http://eol.org/schema/terms/J_Kagan
392,Trait-219501234,R917-PK219501230,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/C_McCain,,,http://eol.org/schema/terms/C_McCain
393,Trait-219501233,R917-PK219501230,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/C_Chappell,,,http://eol.org/schema/terms/C_Chappell
394,MetaTrait-362413951,R917-PK219501230,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Nov-05
395,Trait-219501236,R917-PK219501230,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/G_Kittel,,,http://eol.org/schema/terms/G_Kittel
396,Trait-219501235,R917-PK219501230,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/G_Cushon,,,http://eol.org/schema/terms/G_Cushon
397,Trait-219501232,R917-PK219501230,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/C_Cadrin,,,http://eol.org/schema/terms/C_Cadrin
398,MetaTrait-362414074,R917-PK219501386,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Nov-05
399,Trait-219501387,R917-PK219501386,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/J_Moran,,,http://eol.org/schema/terms/J_Moran
400,Trait-219503909,R917-PK219503907,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/M_McLaughlan,,,http://eol.org/schema/terms/M_McLaughlan
401,Trait-219503908,R917-PK219503907,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
402,MetaTrait-362415376,R917-PK219503907,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Nov-11
403,MetaTrait-362414380,R917-PK219501957,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Mar-17
404,Trait-219501961,R917-PK219501957,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_McKenna,,,http://eol.org/schema/terms/K_McKenna
405,Trait-219501958,R917-PK219501957,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/C_Kennedy,,,http://eol.org/schema/terms/C_Kennedy
406,Trait-219501959,R917-PK219501957,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/D_Meidinger,,,http://eol.org/schema/terms/D_Meidinger
407,Trait-219501962,R917-PK219501957,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/N_Flynn,,,http://eol.org/schema/terms/N_Flynn
408,Trait-219501960,R917-PK219501957,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
409,Trait-219501896,R917-PK219501891,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/N_Flynn,,,http://eol.org/schema/terms/N_Flynn
410,Trait-219501892,R917-PK219501891,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/C_Kennedy,,,http://eol.org/schema/terms/C_Kennedy
411,MetaTrait-362414347,R917-PK219501891,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Mar-17
412,Trait-219501895,R917-PK219501891,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_McKenna,,,http://eol.org/schema/terms/K_McKenna
413,Trait-219501893,R917-PK219501891,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/D_Meidinger,,,http://eol.org/schema/terms/D_Meidinger
414,Trait-219501894,R917-PK219501891,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
415,Trait-219504355,R917-PK219504353,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/D_Meidinger,,,http://eol.org/schema/terms/D_Meidinger
416,MetaTrait-362415616,R917-PK219504353,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Mar-17
417,Trait-219504354,R917-PK219504353,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/C_Kennedy,,,http://eol.org/schema/terms/C_Kennedy
418,Trait-219504357,R917-PK219504353,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_McKenna,,,http://eol.org/schema/terms/K_McKenna
419,Trait-219504358,R917-PK219504353,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/N_Flynn,,,http://eol.org/schema/terms/N_Flynn
420,Trait-219504356,R917-PK219504353,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
421,Trait-219501910,R917-PK219501909,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/C_Kennedy,,,http://eol.org/schema/terms/C_Kennedy
422,Trait-219501911,R917-PK219501909,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/D_Meidinger,,,http://eol.org/schema/terms/D_Meidinger
423,Trait-219501914,R917-PK219501909,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/N_Flynn,,,http://eol.org/schema/terms/N_Flynn
424,Trait-219501912,R917-PK219501909,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
425,MetaTrait-362414356,R917-PK219501909,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Mar-17
426,Trait-219501913,R917-PK219501909,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_McKenna,,,http://eol.org/schema/terms/K_McKenna
427,Trait-219256353,R266-PK219289035,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/9d7fc836-8588-408a-bcc0-c22360bf4a24,,,https://www.gbif.org/dataset/9d7fc836-8588-408a-bcc0-c22360bf4a24
428,Trait-219232038,R266-PK219289035,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/1881d048-04f9-4bc2-b7c8-931d1659a354,,,https://www.gbif.org/dataset/1881d048-04f9-4bc2-b7c8-931d1659a354
429,Trait-219233060,R266-PK219276920,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/f9c264e3-d808-4b42-8091-87cafca2e38d,,,https://www.gbif.org/dataset/f9c264e3-d808-4b42-8091-87cafca2e38d
430,Trait-219294259,R266-PK219259799,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/07044577-bd82-4089-9f3a-f4a9d2170b2e,,,https://www.gbif.org/dataset/07044577-bd82-4089-9f3a-f4a9d2170b2e
431,Trait-219301916,R266-PK219259799,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/f9c264e3-d808-4b42-8091-87cafca2e38d,,,https://www.gbif.org/dataset/f9c264e3-d808-4b42-8091-87cafca2e38d
432,Trait-219241133,R266-PK219308426,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/231c5bcf-1b56-4905-a398-6d0e18f6de1a,,,https://www.gbif.org/dataset/231c5bcf-1b56-4905-a398-6d0e18f6de1a
433,Trait-219251804,R266-PK219289388,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/07044577-bd82-4089-9f3a-f4a9d2170b2e,,,https://www.gbif.org/dataset/07044577-bd82-4089-9f3a-f4a9d2170b2e
434,Trait-219228702,R266-PK219289388,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/85818aea-f762-11e1-a439-00145eb45e9a,,,https://www.gbif.org/dataset/85818aea-f762-11e1-a439-00145eb45e9a
435,Trait-219320207,R266-PK219289388,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/1881d048-04f9-4bc2-b7c8-931d1659a354,,,https://www.gbif.org/dataset/1881d048-04f9-4bc2-b7c8-931d1659a354
436,Trait-219313257,R266-PK219289388,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/f9c264e3-d808-4b42-8091-87cafca2e38d,,,https://www.gbif.org/dataset/f9c264e3-d808-4b42-8091-87cafca2e38d
437,Trait-219286601,R266-PK219287923,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/15f819bd-6612-4447-854b-14d12ee1022d,,,https://www.gbif.org/dataset/15f819bd-6612-4447-854b-14d12ee1022d
438,Trait-219242493,R266-PK219287923,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/231c5bcf-1b56-4905-a398-6d0e18f6de1a,,,https://www.gbif.org/dataset/231c5bcf-1b56-4905-a398-6d0e18f6de1a
439,Trait-219298905,R266-PK219287923,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/b740eaa0-0679-41dc-acb7-990d562dfa37,,,https://www.gbif.org/dataset/b740eaa0-0679-41dc-acb7-990d562dfa37
440,Trait-219278235,R266-PK219287923,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/f9c264e3-d808-4b42-8091-87cafca2e38d,,,https://www.gbif.org/dataset/f9c264e3-d808-4b42-8091-87cafca2e38d
441,Trait-219230514,R266-PK219287923,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/1881d048-04f9-4bc2-b7c8-931d1659a354,,,https://www.gbif.org/dataset/1881d048-04f9-4bc2-b7c8-931d1659a354
442,Trait-219233094,R266-PK219287923,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/07044577-bd82-4089-9f3a-f4a9d2170b2e,,,https://www.gbif.org/dataset/07044577-bd82-4089-9f3a-f4a9d2170b2e
443,Trait-219255506,R266-PK219289267,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/07044577-bd82-4089-9f3a-f4a9d2170b2e,,,https://www.gbif.org/dataset/07044577-bd82-4089-9f3a-f4a9d2170b2e
444,Trait-219252075,R266-PK219289267,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/231c5bcf-1b56-4905-a398-6d0e18f6de1a,,,https://www.gbif.org/dataset/231c5bcf-1b56-4905-a398-6d0e18f6de1a
445,Trait-219287052,R266-PK219289267,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/f9c264e3-d808-4b42-8091-87cafca2e38d,,,https://www.gbif.org/dataset/f9c264e3-d808-4b42-8091-87cafca2e38d
446,Trait-219231772,R266-PK219289267,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/96867b98-f762-11e1-a439-00145eb45e9a,,,https://www.gbif.org/dataset/96867b98-f762-11e1-a439-00145eb45e9a
447,Trait-219248185,R266-PK219257055,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/15f819bd-6612-4447-854b-14d12ee1022d,,,https://www.gbif.org/dataset/15f819bd-6612-4447-854b-14d12ee1022d
448,Trait-219311158,R266-PK219257055,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/1881d048-04f9-4bc2-b7c8-931d1659a354,,,https://www.gbif.org/dataset/1881d048-04f9-4bc2-b7c8-931d1659a354
449,Trait-219272893,R266-PK219257055,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/cd6e21c8-9e8a-493a-8a76-fbf7862069e5,,,https://www.gbif.org/dataset/cd6e21c8-9e8a-493a-8a76-fbf7862069e5
450,Trait-219307573,R266-PK219257055,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/f9c264e3-d808-4b42-8091-87cafca2e38d,,,https://www.gbif.org/dataset/f9c264e3-d808-4b42-8091-87cafca2e38d
451,Trait-219291801,R266-PK219257055,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/42301ebf-d36a-4e4f-a061-d37d778c2365,,,https://www.gbif.org/dataset/42301ebf-d36a-4e4f-a061-d37d778c2365
452,Trait-219228128,R266-PK219257055,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/17efa320-7312-4b55-bf0a-a4cfc4613169,,,https://www.gbif.org/dataset/17efa320-7312-4b55-bf0a-a4cfc4613169
453,Trait-219272288,R266-PK219257055,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/231c5bcf-1b56-4905-a398-6d0e18f6de1a,,,https://www.gbif.org/dataset/231c5bcf-1b56-4905-a398-6d0e18f6de1a
454,Trait-219267587,R266-PK219256466,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/07044577-bd82-4089-9f3a-f4a9d2170b2e,,,https://www.gbif.org/dataset/07044577-bd82-4089-9f3a-f4a9d2170b2e
455,Trait-219234381,R266-PK219238433,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/85818aea-f762-11e1-a439-00145eb45e9a,,,https://www.gbif.org/dataset/85818aea-f762-11e1-a439-00145eb45e9a
456,Trait-219321541,R266-PK219238433,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/231c5bcf-1b56-4905-a398-6d0e18f6de1a,,,https://www.gbif.org/dataset/231c5bcf-1b56-4905-a398-6d0e18f6de1a
457,Trait-219303049,R266-PK219238433,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/b740eaa0-0679-41dc-acb7-990d562dfa37,,,https://www.gbif.org/dataset/b740eaa0-0679-41dc-acb7-990d562dfa37
458,Trait-219264200,R266-PK219238433,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/07044577-bd82-4089-9f3a-f4a9d2170b2e,,,https://www.gbif.org/dataset/07044577-bd82-4089-9f3a-f4a9d2170b2e
459,Trait-219273514,R266-PK219238433,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/f9c264e3-d808-4b42-8091-87cafca2e38d,,,https://www.gbif.org/dataset/f9c264e3-d808-4b42-8091-87cafca2e38d
460,Trait-219301409,R266-PK219238433,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/1881d048-04f9-4bc2-b7c8-931d1659a354,,,https://www.gbif.org/dataset/1881d048-04f9-4bc2-b7c8-931d1659a354
461,Trait-219261181,R266-PK219242094,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/b5cdf794-8fa4-4a85-8b26-755d087bf531,,,https://www.gbif.org/dataset/b5cdf794-8fa4-4a85-8b26-755d087bf531
462,Trait-219260959,R266-PK219249411,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/96867b98-f762-11e1-a439-00145eb45e9a,,,https://www.gbif.org/dataset/96867b98-f762-11e1-a439-00145eb45e9a
463,Trait-219293371,R266-PK219249411,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/f9c264e3-d808-4b42-8091-87cafca2e38d,,,https://www.gbif.org/dataset/f9c264e3-d808-4b42-8091-87cafca2e38d
464,Trait-219294595,R266-PK219249411,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/1881d048-04f9-4bc2-b7c8-931d1659a354,,,https://www.gbif.org/dataset/1881d048-04f9-4bc2-b7c8-931d1659a354
465,Trait-219236394,R266-PK219249411,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/85818aea-f762-11e1-a439-00145eb45e9a,,,https://www.gbif.org/dataset/85818aea-f762-11e1-a439-00145eb45e9a
466,Trait-219232306,R266-PK219249411,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/85802736-f762-11e1-a439-00145eb45e9a,,,https://www.gbif.org/dataset/85802736-f762-11e1-a439-00145eb45e9a
467,Trait-219261693,R266-PK219249411,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/07044577-bd82-4089-9f3a-f4a9d2170b2e,,,https://www.gbif.org/dataset/07044577-bd82-4089-9f3a-f4a9d2170b2e
468,Trait-219234183,R266-PK219235289,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/14d5676a-2c54-4f94-9023-1e8dcd822aa0,,,https://www.gbif.org/dataset/14d5676a-2c54-4f94-9023-1e8dcd822aa0
469,Trait-219231282,R266-PK219235289,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/231c5bcf-1b56-4905-a398-6d0e18f6de1a,,,https://www.gbif.org/dataset/231c5bcf-1b56-4905-a398-6d0e18f6de1a
470,Trait-219232942,R266-PK219235289,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/1881d048-04f9-4bc2-b7c8-931d1659a354,,,https://www.gbif.org/dataset/1881d048-04f9-4bc2-b7c8-931d1659a354
471,Trait-219233549,R266-PK219235289,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/f9c264e3-d808-4b42-8091-87cafca2e38d,,,https://www.gbif.org/dataset/f9c264e3-d808-4b42-8091-87cafca2e38d
472,Trait-219238034,R266-PK219235289,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/b740eaa0-0679-41dc-acb7-990d562dfa37,,,https://www.gbif.org/dataset/b740eaa0-0679-41dc-acb7-990d562dfa37
473,Trait-218013629,R376-PK218008092,http://purl.org/dc/terms/contributor,https://www.gbif.org/dataset/85802736-f762-11e1-a439-00145eb45e9a,,,https://www.gbif.org/dataset/85802736-f762-11e1-a439-00145eb45e9a
474,MetaTrait-361139867,R144-PK214859310,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,2001
475,MetaTrait-361137073,R144-PK214857913,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,2001
476,MetaTrait-361136949,R144-PK214857851,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,1990
477,MetaTrait-361135037,R144-PK214856895,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,2001
478,MetaTrait-361135677,R144-PK214857215,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,1994
479,MetaTrait-361133935,R144-PK214856344,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,2000
480,MetaTrait-361134121,R144-PK214856437,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,1996
481,MetaTrait-253524529,R405-PK131827596,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
482,MetaTrait-253521282,R405-PK131824338,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
483,MetaTrait-253505155,R405-PK131808190,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
484,MetaTrait-253505037,R405-PK131808072,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
485,MetaTrait-253495864,R405-PK131798880,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
486,MetaTrait-253487774,R405-PK131790782,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
487,MetaTrait-253485989,R405-PK131788994,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
488,MetaTrait-253485604,R405-PK131788606,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
489,MetaTrait-253476405,R405-PK131779400,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
490,MetaTrait-253473637,R405-PK131776628,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
491,MetaTrait-253472306,R405-PK131775296,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
492,MetaTrait-253448773,R405-PK131751740,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
493,MetaTrait-253440424,R405-PK131743384,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
494,MetaTrait-253420017,R407-PK131722958,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
495,MetaTrait-253413753,R407-PK131716682,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
496,MetaTrait-253407793,R407-PK131710716,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
497,MetaTrait-253404855,R407-PK131707772,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
498,MetaTrait-253402503,R407-PK131705416,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
499,MetaTrait-253403628,R407-PK131706544,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
500,MetaTrait-253398744,R407-PK131701648,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
501,MetaTrait-253393016,R407-PK131695908,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
502,MetaTrait-253391285,R407-PK131694174,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
503,MetaTrait-253352915,R407-PK131655764,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
504,MetaTrait-253348540,R407-PK131651386,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
505,MetaTrait-253317996,R407-PK131620824,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
506,MetaTrait-253315225,R407-PK131618052,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
507,MetaTrait-253305630,R407-PK131608448,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
508,MetaTrait-253209625,R471-PK131512356,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
509,MetaTrait-253086079,R101-PK131388760,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
510,MetaTrait-253073590,R101-PK131376252,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
511,MetaTrait-253069780,R101-PK131372430,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
512,MetaTrait-253066587,R101-PK131369226,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
513,MetaTrait-253049118,R101-PK131351728,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
514,MetaTrait-253044385,R101-PK131346988,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
515,MetaTrait-253010750,R101-PK131313300,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
516,MetaTrait-252997727,R101-PK131300262,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
517,MetaTrait-252991889,R101-PK131294420,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
518,MetaTrait-252983275,R101-PK131285796,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
519,MetaTrait-252980215,R101-PK131282734,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
520,MetaTrait-252961970,R101-PK131264470,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
521,MetaTrait-252949039,R101-PK131251524,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
522,MetaTrait-252948028,R101-PK131250510,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
523,MetaTrait-252943089,R101-PK131245566,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
524,MetaTrait-252939384,R101-PK131241858,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
525,MetaTrait-252938950,R101-PK131241424,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
526,MetaTrait-252932013,R101-PK131234480,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
527,MetaTrait-252930957,R101-PK131233424,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
528,MetaTrait-252928881,R101-PK131231346,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
529,MetaTrait-252929217,R101-PK131231682,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
530,MetaTrait-252909501,R406-PK131211944,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
531,MetaTrait-252906709,R406-PK131209146,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
532,MetaTrait-252901192,R406-PK131203620,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
533,MetaTrait-252891366,R406-PK131193778,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
534,MetaTrait-252874253,R406-PK131176646,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
535,MetaTrait-252853607,R406-PK131155980,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
536,MetaTrait-252847836,R406-PK131150202,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
537,MetaTrait-252836634,R406-PK131138982,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
538,MetaTrait-252830850,R406-PK131133194,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
539,MetaTrait-252829546,R406-PK131131890,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
540,MetaTrait-252818974,R406-PK131121310,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
541,MetaTrait-252820042,R406-PK131122378,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
542,MetaTrait-252810360,R406-PK131112686,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
543,MetaTrait-252791578,R406-PK131093896,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
